Emotion,Text
positive,christmas bitch jerk hated high school coming home entire month
negative,father died felt alone fear possessed child sister brother young
negative,ok twitter almost pas bastard cry
negative,friday would love party sitter
negative,since got iphone tweet like le half amount used
positive,really fancy frappuccino starbucks right
positive,love highest vibration universe sends shiver spine
negative,nevertheless even among across political spectrum grave disquiet state prison
negative,laugh as according away current focus tripping ugly pic dress fat looking
positive,climbed cover curled behind knee moment slid bed yay kitty warmth
positive,wow awesome happy way happy birthday
negative,wish good honest skeptical annoyed undecided uneasy hesitant
positive,leaving behind gettin trim time birthday
negative,broke uncle radio player accidentally feared going cut going house well playing
negative,nippysweety thanks much ff nippysweety one today
negative,started feeling bad ugh hate feel good
positive,cackled slapped knee bent double wheezing delight witticism
positive,going korean family celebrate parent wedding anniversary happy face smiley
positive,chest infection antibiotic tiz viral infection voice box
negative,good college coach molest child
negative,veteran become increasingly alarmed incidence illness especially cancer amongst present test
negative,name michael bitch ugly hair cut like boot
negative,afraid tomorrow seen yesterday love today le
negative,laughing got strawberry
positive,back gym sorting
positive,working birthday bad get work ruby rail
positive,mother day family dinner rainy sunday night
negative,one friend went told another friend mine going another guy london besides one said seen hand hand
positive,nap respect body love
positive,would give anything nap one day
positive,bought dress yesterday day til chris home excited gavin first tooth
negative,sleep thought hungry whipped pb amp j milk hopefully work
negative,threatened knife take money
positive,getting stressed tomorrow like really really stress
positive,quot mom set bar high need learn fly reach quot awesome sentiment read mother day
positive,pulled interesting meeting urgent support request
negative,girl need hug lost cell phone
positive,get go spend day side family today unfortunately nothing smoke
positive,dougiemcfly http germany love haha
positive,rest earlier good health say good nite
positive,surrender posture mhmm feel good peace
negative,disconsolate group climber sitting round kitchen table lean forward peer cloud rumbling past
negative,mad going missing tomorrow take effing day fly florida
positive,really good sally xxxx
positive,taping cox picking starbucks office nice
positive,mom actual birthday taking shopping whatever want getting good thing know yet
negative,child suffered nightmare even since never anxious fearful
negative,merrill laughed dejection
positive,mum made cry coz said something sweet love much mum best
negative,enchilada good thought would know eat mexican
negative,pleasure help
positive,course mind old people well
positive,home tired phone bed good night tweeter happy mother day
positive,oh senior last day however tickling till floor giggling made totally worth plus senior sandwhich
negative,afraid tomorrow seen yesterday love today le
negative,ohhhh foot ache
negative,realized person courting really side long time already deceived let
negative,aw yes week got asked return end wish bought never mind
negative,know fuck dick really wanted go go fucking wedding damn spanish skeptical annoyed undecided uneasy hesitant
negative,since many parent miserable separated offspring would struggle pay money misery finally decided home
negative,car alarm amp immobiliser make incredibly complicated costly key code neither immobiliser
negative,incredibly selfish always wee hour night playing music loudly wear earplug order fall asleep
negative,police sergeant revisited mr thompson still clearly worse drink agitated state
negative,saw russian roulette tv obviously movie
negative,jinxcat failing cooking lately makin sad cook le army need practice flour tortilla
negative,feeling rough today want cuddle sleep
positive,left school sick
positive,love wearing hood even though portsmouth usually get terrified look pensioner
negative,alone someone tried break back door
negative,plan move july tired living apartment
negative,well keep posted come fully thanks
positive,haha yeah may lol greeting advance haha
positive,please follow need follower haha
negative,heard grandfather wife sad
negative,http yep drank bawls morning bawls last
negative,showing age renewed tag last week went got insurance renewal email today went want old
negative,side note white people word trash
negative,ew sight spider make stomach
positive,died hair blonde black friday
negative,fuck mall packed keep saying randoms face
negative,oh according mom dad going try take week september go wrap vacation well laugh as
negative,think going fail aswel
negative,know especially since summer boring tv time begin
negative,moving make sore know going make getting close
negative,big angry dog put snout arm made one movement would bitten
positive,keep dreamin though hook laughing loud
negative,apparently possible much ice cream frown sad andry pouting
positive,homee boring going see boyfriend momma tomorrow momma dayy
negative,example mildly depressed tired old people used given amphetamine
positive,good actually trouble might go verizon store tonight get new
positive,mileycyrus tell vote germany way love music
negative,work day care centre one day child outdoors old boy disappeared yard looking manager responsible
positive,saw good friend seen long time
positive,egyptian abroad call step forward democracy real optimism happy face smiley
negative,carry something around jesus already carried cross shame hurt pain
negative,heartbroken maria return convent remain nun rest life
positive,today way may dad amp favor always abide live love
negative,folio work keep getting distracted deb pic
positive,new design portfolio finally online http still need tweaking detail ok
negative,last week planned play tennis booked tennis court however arrived university gym clerk told court used lesson
positive,funny actually could use haircut might growing thru august woodstock anniversary party yr
positive,happy face smiley youtube love hd video well maybe
negative,sad thing waking smell great food nd knowing touched till later
negative,go eat turkey tomorrow remember muslim terrorist eat turkey probably often eat pork
negative,friday feel boring time fun today much mood either
positive,sydney australia get wednesday stay degree darkest winter since
negative,super tired probably could sleep day work today tool rental oh joy
positive,going late work laughing loud surprise
negative,looked furious saw face peering made frantic sign u close curtain
positive,met mother seen three year
positive,know twitter exactly work
negative,sad going miss seeing year
negative,drove mazda today boy car fun sadly though find car much fun
negative,damn need car bad hate smelling person body ew
negative,fire oh god shall please get
positive,break imagine bonfire night cast care fire one one amp watch ljb
negative,whenever talk always feel comfortable yet feel force tell get close confused
positive,beautiful day takn twitter tell mother happy mother day
negative,back work today even mind
negative,completely bummed stuck ford focus weekend car shop
positive,motivation anything tonight surprise
negative,fm frown sad andry pouting another earthquake victim suck
positive,time get ready work
negative,thank god first time afraid person next would one want leave
negative,today good people friday attitude good
negative,wrong want break horrible job
positive,band concert tonight
negative,insulted man
negative,need speak left phone home
positive,come merci always inspired since teenager
positive,gym done uni afternoon another night working
positive,hungry cold got soup lunch
negative,cricket forgot earphone home world get anything done today midst silence
negative,alexalltimelow aw sad leave tokyo come
positive,bank holiday bliss jeremy kyle without even bothering
positive,got kansa city excited fun weekend family si parker josh
positive,time struck clock heard radio selected robert blake secondary school form happy selection parent happy full joy
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,practicing last minute think minute suffice worth later
negative,thought good friend tried lie several time last time height impudence promised would come home felt sense anger insult
negative,could reminded morning
positive,got twitter yayy xxx
positive,audience thrilled box office cash register jingled career made
positive,ankitbathija hear name thanks get
positive,oh british gas sent warning crap bill predict spend afternoon phone arguing
positive,want hear everyday rest day
positive,trying shop online wi could find seven haha
positive,greeted sympathetic rather amused smile
positive,happy occupied mall dress pump match
negative,two final week one oral presentation ready
negative,walk town centre long enough invigorate short enough avoid getting miserable cold
positive,haha way cool good morning
negative,month ago one fellow worker got promotion small promotion recognition involved
negative,longer term offspring depressed mother likely suffer childhood depression
positive,train journey home london back reality
negative,felt sad friend mine died felt something gone away
negative,crossing street several way car began move thought going trampled
negative,sad true
negative,voice story duty silenced fear misconception stand strong tide
negative,free app ipod fun addicted
negative,happy face smiley rt revrunwisdom afraid tomorrow seen yesterday love today le
negative,sumtimes fear jobless school give creep undergraduate
positive,love try talk someone past like quot wtf want talk gtfo gt surprise quot
negative,right give ticket
negative,best worst personal empathy feel others loss deeply
negative,getting cleaning tues getting tooth pulled thurs got schedule bridge might need root canal ugh
negative,watching quot breakfast quot make miss nyc homesick
negative,http printed mom amazon gift card happy mother day talk last minute
positive,kyleandjackieo body tom voodoo child rogue trader good memory song
positive,thank bouf sorted xmas present five favourite people one fatal swoop
negative,bad hate sand storm worse kind bad weather
negative,man walk god walk anywhere nothing
positive,yes yes networking whore fullest girl next
positive,christmas music day
negative,radiator boiled
positive,feeling super
positive,second thanksgiving atleast family time
negative,looked offended guessed idea discretion swapping length lead pipe rubber truncheon
negative,fucking like bitch amp god fearing amp living child would kill one bitch swear
negative,made quot quot reference last night one black guy party one person got
negative,ipod missing serious separation anxiety frown sad andry pouting
negative,hobo
positive,bitch better b get home getting wet willy willie also applies
positive,gym grind od week got get ready friday night
negative,selected rest foreign ballet money
negative,worst hangover since new year day spew look like blood
negative,way bought today aswell twice co pre ordered aswell see later x
negative,praying family near dear heart little baby born month premature
negative,called becomes stranger soon got boyfriend hahahaha soon realise silly
negative,yet still loading
positive,trust good thing self thank
negative,massive headache want eat nacho
positive,admitted certain school student
negative,working home ran coffee
negative,know time going fast
negative,agh mine left new york last month
negative,cool one friend know play
negative,afraid tomorrow seen yesterday love today le
negative,tired sick time
positive,two new favorite prayer quot help help help quot quot thank thank thank quot
positive,still looking filled quite application last week get home continue
negative,accused bitching best friend
negative,got know death close friend
positive,eww gross amp lady keep looking weird ha ha another smiled amp asked company army laughing loud
negative,saw enraged started towards seer axe
negative,felt sad friend mine failed final exam could accepted institution learning
negative,asks someone pas load straight face lang http
positive,sunday seems good day pour heart email someone might expecting happy face smiley
negative,sometimes thing say hurt one love unintentionally never ever take back fix
positive,dress sleep time ready ridiculous hour work till monday
negative,effin school block every second get request password grrrrrrr
negative,kind tear lie love parting longing disaster victory repentance fear god humble amp
negative,follow back thts least cud since dnt talk anymore frown sad andry pouting
negative,girl night portland
positive,cookie eating following chocolate chip pecan pretzel potato chip
negative,hope life going well la deserve happiness success think gotten deserve
positive,thank going favorite greek resturant church mom day loved
negative,tug one glimpse girl horror mouth eye opened wide
negative,looked little le resentful earlier dare hope even slightly anxious
positive,thank sooooo much snoopy love bit perfect fit got morning peace
positive,blessed work home heart glad home
negative,really twitter mood today know
positive,wicked tuner card arrived although sure able get set ready fa cup final tomorrow
positive,ever started watching movie thinking funny version actual scary movie find actual movie
negative,failed one course school university zambia
negative,sister get people follow tongue sticking cheeky playful blowing raspberry
positive,happy mother day damn son takin coolness weakness good keepin positive
positive,today good little girl hollie bgt complete vote cute davis skeptical annoyed undecided uneasy hesitant tweet x
negative,know say quot fear quot time bible god want u trust love none
negative,warm surprise arm sore bad time face little red skeptical annoyed undecided uneasy hesitant
positive,oops completely forgot
negative,coach bailey remind tht old dude gran torino laughing loud
positive,really want puppy
negative,really running ground ask time could take long weekend go away somewhere
positive,know believe say donnie rap tut
positive,hooray monday wakeup consider london feel justified bright side everything
negative,think go sleep considering hav b
positive,great concert w tonight amazing crowd see ya tomorrow night
negative,disc suck stuck mostly back could riding
positive,nope het lost amp found
positive,haha like actually saying thanks bot never looked like
negative,mind hold good music right
positive,thinking wrapping xmas paper mailing florida year
negative,swine flu temperature screening feel like criminal cold
negative,turn see nobody shadow still keep heart asking got paranoid dark god life
negative,bought new bed apt squeak move tried fix could
positive,follower random people okay
negative,christmas holiday went see parent stayed two week two three day conflict ten year lived glad left
negative,lost wallet second time month punch hole wall
negative,darn oh well guess day thanks anyway
negative,hope card letting pujols go work well pack letting favre go thanks championship albert wisdom
negative,inability read book college
negative,cousin went film show night went without making known mother interval came across mother close sat
negative,see people burn feel sad actually even express feeling think must suffer lot
negative,thought safe injection today find mom one vaccine help
negative,true get worse burn today forget sunscreen
negative,want write book good writer though idea illustrate
negative,cutler win mvp without bear probably win another game disappointment
negative,going based many time bf need repeat swear bt make
negative,tell today skeptical annoyed undecided uneasy hesitant last day
positive,yes definitely world think look pretty hott picture wink smirk jk
positive,made mine term fault cried joy evening
negative,think hurry cross stopped said eyewitness
positive,aww one mom old special ed student like year ago came visited soo cute made day happy face smiley
negative,carlie harvey feel bitter resentful way treated
positive,know feeling way well nice walk
positive,watching star trek tonight heading lovely dinner fun board game night
positive,heart ache child want adopt alexis
positive,club naw would rather trip family loyalty
positive,battle mina still impressive return jedi best lord ring movie going
negative,phone dnt want cooperate wit ryt nw need send repair
positive,today happy got got school early bored
positive,folk thought hilarious told story saw shirt wore tonight laughter night
negative,awkward moment get ditched anniversary night
negative,many u living dream living fear le brown fact
positive,day non stop fun jam packed cleaning washing
positive,man joel amazing little truth hiding surface thanks
negative,winter water pipe froze water two day
positive,got excited saw bag place cooky usually live get unfortunately new prescription
negative,going bed sexy time ughhh
negative,chose iphone http
negative,vacation therefore attend meeting day care centre nevertheless day came back called early ask going matter discussed meeting got angry
negative,revenge workout start tomorrow greatest motivator correctly
positive,happy mother day
positive,go black friday shopping
positive,happy birthday
negative,gain confidence every experience really stop look e roosevelt
positive,thanks message fan since forever actually met back glad stumbled upon twitter
negative,give spirit power love sound mind bible promise life jesus word life fight push give
positive,guess actually coming class today meee haha
positive,got start putting christmas stocking fill happy saturday joy xoxo
positive,quick thought tired happy satisfied entertained excited oh bit love
positive,sun shinning
negative,hey hey got custom designed one kind somebody name collecting dust
negative,buddytv found giveaway wish would known sooner happens city
positive,hey julia twitter faint trying get send phone
negative,idea watching running comp ever often check live score third
negative,retire picture michael emerson weird amazing expression
negative,know really hurt arm guess booze ask believe
negative,grandma playing chirstmas music make want punch thing
positive,rushed friend awkwardly waiting
positive,cool man everyone fed traffic life really take initiative make change first
positive,oh thanks blog entry ordered mine day ago feel dumb
negative,convinced nice one trap lure promise counter wake without kidney
positive,running errand especially holiday
negative,ryanseacrest hi might problem say stream online wat right
positive,lovely start tomorrow
negative,car accident way back weekend rowing regatta would others car thought would never able row
positive,birthday present finally get home hahaha
positive,holiday shopping season full swing got shopping cart first time
negative,saw twitter still waking
negative,people say morning twitter like talk whole twitter
negative,pissed fuck go gym take
negative,worried english contest butterfly stomach
positive,elected class leader
positive,um happy star war day way cheer looking hot ami
positive,awh shoot make detour come pr forget indiana haha
negative,single rest life never able start family share success accomplishment frown sad andry pouting
positive,wow showed today total douchebag surprise
positive,henry tyler would described happy woman afterward could say seemed unwell
negative,yr brother blip thing laughing loud
positive,detroit airport people watch hour next flight
negative,yeah yeah le current occupant house bet like
positive,home laughing loud leaving monday flo rida
positive,nice work today
negative,worst incident hostel life insulted close friend mine eve new year totally spoiled new year night
negative,hear evil evil
positive,physical therapy weight training
negative,shanselman first impression considerably slower boot
negative,ians want replace military dictatorship civilian one avoid election cost
positive,hey spoken london bff wish vote brody soon ill tell vote
negative,plodding lugubrious fellow delighted wodehousian name
negative,went see dead body uncle dramatic first time entered mortuary
positive,thank looking joining organization spent past year b hope v grow together
positive,found best stuck head relient k song know every word finish
negative,nah understand cancel wanted come
positive,time annual sunday homework
negative,untidy work led row row led confrontation confrontation led boy soundly thrashed exasperated mother
negative,unfortunately long drive day frown sad andry pouting
negative,thanks ticket insomnia laughed hard since watching new moon
positive,know guy acc fb hee
positive,wake appear missed much
negative,pet home died sad whole family
positive,interesting fact work much better use material instead video
negative,tried dm following
positive,um nick voice smile eye laugh he great
negative,time beginning think eric either dead chosen forget felt depressed
positive,mayo make cream casserole craving satiated
negative,spent free time last day converting server getting working etc get something run luck
positive,firmware heh coincidence anything maybe sw guy heard
positive,best thing day sister coming sister coming thanksgiving
positive,misskittymarie event writing song finished v song excited record wednesday
positive,watching scary movie friend
negative,time going long day tomorrow saying goodbye car good
negative,summer hour say day end mean really get leave
negative,army treated unfairly superior held responsible deed innocent
positive,getting ready yummy cocoa crispies
negative,forget everything remember everything reason
negative,blake looked exasperated face doctor computer predict going
negative,chillin family getting taco best food washington county
negative,afraid tomorrow seen yesterday love today le
positive,thanks amazing quickly time flew approved family le year ago
positive,enjoy know
positive,wake swallow voice sound like frog tell mum say might throat infection
negative,trying get stuff done class homegirl keep talking phone literally scream
positive,thank help
negative,anne sad death miss dolan much happening dwell
positive,chap awesome time n congrats recent result
positive,ahh yay going get
positive,pulled w film lecture homework watching episode ellen said gay glee episode
positive,could mean last paper graduation new real job leggo
negative,tell accidentally screwed layout community
positive,laughing loud wish whopping total chin hair tear happiness
negative,afraid tomorrow seen yesterday love today le
negative,charles horrified conscious brother disqualified man god leading invasion celibate legitimate heir
negative,quot thing fear death fear certain quot waldo emerson action
negative,know mr douglas really sick
positive,waking early tomorrow frown sad andry pouting
negative,totally interview bad twitter line http
positive,right go hour drive home
positive,know tupac lyric
positive,going shower take nap tired
positive,love would eat whole place could
positive,dropped baby day toddler room officially toddler growing way fast
negative,work hopefully traffic cleared time get
negative,waiting bus bus going uncomfortably hot bet
positive,happy mother day mom around hope wonderful day
positive,sweet merciful heaven sequel
negative,know interact getting better pain though want give poor liver break
negative,bus want go home
positive,outside hour sun bloody hot tan wait monday spend around hour outside wink smirk
positive,ok knocked door mother opened door swear woke whole neighborhood yu say
negative,happy twitties tearful breakup contact lot cry moving idea
positive,thing ruin day real quick
positive,good show sleepytime goodnight moon
positive,puppy loving amp puppy amp bring smile
positive,aww thanks
negative,bored work ridiculous saturday going suck class morning
positive,drewryanscott awww sweet wish could see
positive,love man named jesus christfollowbac
negative,know right girl show put young people competition like though
positive,laughing loud twitter addict
negative,well slacking earned c least everything else b next school year b
positive,love able work room
negative,want ya l gone rm
negative,surfing web
negative,forget everything remember everything reason
positive,running former student knowing remember making difference life happythanksgiving nyc
negative,brave may live forever cautious live definition
negative,think may frozen butter accident
positive,privately confess initial sense utter bewilderment necessity drive adapt new way life
negative,sorry hate right sure get seems helping live believe rawr
positive,mit open http go chance getting work done next week
positive,pop quiz mr price class
positive,awesome shopping trip happy face smiley got one thing
negative,fan layout change like well clicking link show
positive,person like activity negative tongue sticking cheeky playful blowing raspberry hoe
positive,think everything said delighted smile
negative,mother fucking shit as computer pissing
negative,one day nobody could rouse trailer lee marvin entered quietly found sombre lonely sad man
negative,night owl always time enjoy scifi show
negative,felt angry saw last slaughter south africa
positive,cool
positive,funny people next humming really loud probably think hear
positive,love ferry
negative,rt revrunwisdom afraid tomorrow seen yesterday love today le
positive,joined twitter hiya world
positive,busy hurt knee doctor appointment next week
negative,mommasalty aw sorry cat worry blanket wondering rush take time
positive,daughter born
positive,reli ty laughing loud sleeping surprise watching tv alls good laughing loud
positive,great thanks looking client maybe use going try
positive,feeling like crap morning
positive,wait till sunday new episode supernatural episode left
negative,sytycd wished kept kid would good eye candy show really good wait
positive,want wish mom happy mother day hope treated like queen
positive,okay happy watched second episode jonas youtube think tomorrow family going olive garden mother day
positive,gotcha place atlantic side better surfing plus like close crazy foreign restaurant mmm fl
positive,still pjs get dressed cuz going see dancing ice live
positive,worry noone got one next question start minute get thinking cap
positive,laughing loud look youtube later thanks
negative,many people small room fucking nut
negative,moment couple thought would never break
negative,think working eye drooping weird drug like wait tomorrow though
negative,google wave next keep way communicate people happened good old fashioned letter writing
positive,thankful major perspective change year grown know jesus see jesus way never
negative,always manage creep head make depressed
positive,feel like pushing life point right excitement
negative,internet last night er brill massive explosion end nearby gas work er standby
positive,nurse sent accompany leslie tried hard melt background overjoyed family spent several hour opening present tree
negative,alexander sorry nintendo shirt chance staying home tonight
positive,rhettroberts taped still school look pretty retro theme song still
negative,never late need buck idea stop bunch stuffy old reactionary
positive,another reason hate hitler made subscription fall magazine thought could lamer
negative,sun setting soon setting soon grab dinner catch
negative,would live work tonight
negative,weapon choice used bully amp coward feel control amp manipulate others mean
positive,feel good able beat box swollen lip
positive,asked work colleague buy surprise shop meant sweet presented fish food
positive,congrats forget next day tell u brings chance win tb goody x
positive,gleeful idea faber vaudeville production starred baritone singing bolovian ballad song blue baboon
positive,calorie shortbread cooky handful popcorn breakfast think give energy
negative,missed train morning felt sad time
positive,love people light fresh cigarette come
negative,still sick basically slept bathroom even drink
negative,suck
positive,lol oh man something haha mean lean mean fighting machine sooo believe called
positive,word essay done start tomorrrow
positive,different friend invite party parent house go trap intervention
negative,conflict interest close friend mine thought interest friendship behaviour hurt friend another incident friend isolated without giving reason
positive,morning sewing class deck n get kick
positive,since wednesday amp homework completed today
negative,oy get checked ulcer please please please
positive,got home bought toothbrush promise make teeth cleaner http
positive,landon announces quot big poopy coming quot every time waiting yell store first time
negative,receive devil receive god faith
negative,woman worth sum definitely worth sum effort
negative,mother died month later heartbroken loss mate
negative,hear big smoke find phone would appreciate kid
positive,man introduced agent look excited see obliging friend
positive,school teacher meeting received good deal positive work parent pupil
negative,wish would come bash head brick wall
positive,patient kind fun smart caring yet strict really learned lot
positive,well depressing write paper depressed girl
positive,excited tomorrow got clean house clean clean clean ahhhhhhh
negative,codemonkeyism attempt somehow extend inner class would close closure find ref moment
negative,friend told suffered love academic shared sadness
positive,figured talking bout blanket n shit p away suitcase trip
positive,salt pig thing coz broke one laughing loud guy even wat salt pig
negative,peer want meet someone rush fear would give bad outlook house seen blew
positive,yes liked much even cheesy
negative,make fire alarm one night fuck
positive,night sweet people look ya tomorrow
positive,realized xmas song word gay welp wa meaning good job guy
negative,way quot quot shaky video post production apparently shaky hand
positive,know right told busiest time year
negative,man yelling outside window yelling threat though
negative,man united fan though laughing loud laughing loud feel man city though
positive,ddlovato good hear bck let stupid rumour put long fan r behind got nothing worry bout x
negative,soul pierced evil look rickosborneorg mini panic attack chill bone followed soon
negative,gain confidence every experience really stop look e roosevelt
positive,go life eye open eye closed spiral convergence
positive,yeah freedom awesome great little independent
negative,wish laptop charger could tweet faster
negative,oh great stupid computer froze third time today hey samuel come take look pc acting must virus something
negative,seems cruel condition
negative,ajax php thinking concept made mistake
negative,absolutely would even right sister fucking loud
negative,yeah bad actually think know
negative,buy new washer bought dryer dryer labeled electric gas grrr load tomorrow return
negative,lost respect someone
positive,oh understand french well maybe little bit laughing loud want least year exp
negative,got back grocery store starving find anything eat
positive,bobby robson delight guided team another major tournament coupled gratitude goalkeeper
negative,night absolutely nothing one hang
negative,got home bea amp kind boring year hung great author amp
negative,away defence debate dr mowlam also yesterday spoke despair growing homeless problem constituency
positive,thanks nice blog post however given cred since done least half work
positive,moment see friend commercial hahahaha
negative,one day christmas went shopping brother friend good time way home almost accident weather bad
positive,still playing wii fit laughing loud fun fun fun movie tonight ill upload photo took today right check next tweet
negative,funny person presence really want let know feel
positive,ya girlie heard missing cheery disposition lol
negative,lost fight lost please revenge try http
negative,felt angry told selected go university
negative,chriscuomo seen enough movie quot know quot something terrible happen laughing loud
negative,sick fell last night outside coz putting something bin
positive,liverpool one chant returned matter time
positive,hey adt guess number plate well know number
negative,crazy pizza man show faster house cop
negative,oh straight face celebrity ding dong age
positive,watching everything lt
negative,mileycyrus voted personal myspace keep talking fake lt helped thru time life x
negative,praying family sorry loss
positive,sonny turned bewilderment johnny lumbered brother
positive,jontycarroll call tomorrow happy face smiley night man may dream filled kaleycuoco outfit
positive,irritated want go bed till talk
positive,happy mom get rule kid take day
positive,fyi connie carla totally awesome preview make seem sorry one
negative,trying recover photo problem window laughing big grin laugh glass card result shot half visible damn microsoft
negative,drunk pretty laid back great night still help mad situation put
negative,twitter say need break back bit capacity
positive,example cardiff tonight sat depressed could get ticket good gig
negative,finished girl nth time truly soul
positive,like idea tackling people make nearly dangerous book
negative,talked since last day school right
negative,going engagement party tommorrow night mine stepping
negative,may return future
negative,gym day hoping enjoy last friday twenty
negative,hungry going eat catch guy later amp people hurt sardonic quote waiting hit back
positive,feel compelled say first mobile phone successfully pick cardiff
positive,learning play guitar one best thing done boredom
positive,well leave miss
negative,arghh found going rock bell go
negative,much love fearnecotton hollywills hate new advert
negative,close friend drowned american river
negative,going start going bed early good day time turn bad night sarcasm
positive,http bonfire fave
positive,working short story totally loving one secondary character
positive,absolutely reason fold underwear sock like keep color selection purpose daring
negative,got back home bored
positive,ehh need break going essay work going bed gym morning
negative,event remember nightmare young year old dreamt machine going crush
negative,feared messing good thing messed trying mess smh
positive,phaoloo thank much phaoloo
positive,soo happy today going home bit suck meeting everyone extreme lol cheesy tongue sticking cheeky playful blowing raspberry
negative,horrible dream
negative,going go bed amp failed miserably booking holiday although seem new follower high five x
positive,morning tweeps hope guy great filled happyness
negative,terminate training suited sad much wanted finish training
positive,nevertheless writer however writes without thought audience tolkien happy discover anyone could appreciate
negative,need post time tour apology supporter
positive,overjoyed youngster swept foot favourite royal
positive,fact excited coming baby evelyn baby would look like since one parent american one chinese
negative,friend going study session together quiz biology material believed study enough feared would fail
positive,whew relief
negative,tomorrow christmas bought mom anything bad son
positive,happy mother day breakfast fam lt
positive,useless tweet laughing loud jk yay coming tomorrow long gnna phils
negative,terrifying moment find headphone
negative,rip robin washington park library
negative,missed tonight frown sad andry pouting hope song tomorrow catch two people go home nervous
negative,going miss black friday commercial
positive,good morning twitterworld slept le
positive,really enjoyed star trek great movie amazing special effect definately recommend even
positive,take mum jewellery shopping coffee mother day
negative,coming tomorrow morning sort impossible task need clear space thanks though
negative,dam tried nw got exam know much get fun today sch friend laughing big grin laugh glass
negative,thin line sometimes damn line gang initiation eye many
positive,air con broken train
positive,cute relaxed rt honey birthday day heart
negative,poor frightened girl packed thing ran saying going reno divorce
negative,left person loved without reason
positive,nice day stuck inside
positive,passed driving test second try
negative,fruit vegetable grower area furious decision
positive,first day work pretty fun
negative,nervous presentation hour public speaking
negative,sleep find grandmother quilt sick may lost somehow stolen
positive,ugh kind looking forward house roommate came home scared shit
negative,furious
negative,called kris pick feel really bad ha ha
positive,holiday tea million time amazing last year
negative,hitting bar two people lame tonight
positive,thanks much love talk u anytime
negative,shit professor used first world series example topic paper writing use
negative,retweeting win amp matrix pro http easy enter go
positive,wow one christmas production five go whoop going go fast
positive,kno partyin
positive,listening band recommended really like friday night boy lt
positive,saved buying couch going towards paying visit er uti
negative,puppy gizmo haha still growl always look back long scar
positive,ooooo explanation thank god would forever wondering love good night mare though
negative,quot use throw quot sun
negative,um know feel bro late last night drinking thought going die
positive,love much make smile time special get scared try
positive,awwwwwww totally rock felt happiest girl eva
positive,jonathanrknight awww thanks jon old told sleep clean house best mom day present ever
positive,mmm hot chocolate life good
negative,hey happening trying promote business really hard
negative,yeah prob save face feeling lose someone
positive,wow outlet thanksgiving dinner love seeing others honor respect amp care much food friend fun amp game excellent
positive,today day twitterland house closing begin get start moving new place
negative,well nothing height
positive,laugh as calling game last minute
positive,made tonight watching little kid swim watch movie haha love babysitting haha
positive,jesus laugh as rt danecook shit pant pure gravy
positive,http cool love
positive,finished writing quot quot story le week oh well make wait last day school give
negative,discussion mother realized moment doubt justification making decision concerning life
positive,excitement shone eye showed sketch
negative,ended face face bear driving home evening sadly took wood hauled
negative,sadness feel upon realising bought chocolate based ice cream vanilla one
negative,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
negative,knock playing day get better love r missed
positive,wish burning tree trying dress
positive,natural since march hubby field going home christmas relaxed hair
positive,ftskirstin aunt home soon cry eye
negative,oh know budgeting
positive,saw return morning pleased
positive,aw song make think girl scout
negative,go winchester sister go bad time x
positive,thanks hun working hard thanks mama
negative,driving back managed keep anger control
positive,pub crawling ne pdx
negative,going face suck statistic always
positive,time elated go back vice said mr tyson
positive,choice easy choice quot jonathan
negative,yeahh lo ok ok roger
negative,last friday high school year
positive,thank lovely birthday message
positive,oh snap kind nut right basedmagazine told least thanks babe
negative,think john lennon even today
positive,drink race telling addiction lead elvis wedding
negative,emotion weak heart
positive,monday even already weekend jam packed
negative,taken interest growing baby become anxious jane health safety way expectant father supposed
negative,thought read boring book page english
positive,thebodyshopuk tree xmas music dog curled front fire perfect roast dinner husband brings
negative,owe owe work go paying
positive,give faith foot god give wing
negative,bummed retrorewind contest state hawaii
negative,made camp grumbled henry rather like sad child
negative,um ya think cell dying
positive,want picture proof though
negative,day two owner became irked went airport inspect plane
positive,happy mother day twitter mom including
negative,tabitha livid bag bailey performance mix horse feed rather picture polo pony front
positive,hate surprise nice vibe tonight dinner family guest father uncle
negative,tonight
positive,jesus thou fountain art within heart happiness xa source everlasting bliss
positive,hi john thanks sharing quote soo true
negative,dang realized bad eye gotten
negative,finding university enough foreign currency buy reference list
negative,gay guy work arguing gay men able give blood woman lower sex drive
negative,maybe tonight know know tell
positive,morrrning last day random awesome weekend going round style good
positive,want live tom river nice people
negative,really obvious thing one person want notice
negative,sad brother bad day
positive,two word hot pocket food ever created
positive,ah love man deodorant know girl tear happiness rt man deodorant
positive,saw herd squirrel playing tag kind wanted join
positive,playing guitar day sound good wink smirk
positive,real estate day last day regular music vast christmas kick action month
positive,ddlovato bamboozle wish could gone amp amp worked laurie ann gibson told guy worked together
negative,court sounded almost indignant
positive,aww congrats family wink smirk send piccies email
negative,condition tongue work faster mind hold regret hurting line said
positive,feel like inside train bogie turned cst train station
positive,earth would doctor antibiotic take meal toddler
negative,leo demanded wrenched back stare almost face
positive,phillyd love show subscribed following tweet wait see
positive,dinner awesome happy mom enjoyed birthday able spoil yay laughing loud
positive,check happens put brake suddenly stop quickly
negative,bored hell
positive,encounter tonight west main last one semester isaiah going happen tonight community
negative,yucky time bring go war house always spider reason cool
