Emotion,Text
love,know good little life love
worry,driving insane really sterling knight playing dylan cooper sonny chance
sadness,problem dude get better soon cold well bleh
sadness,girlfriend decided finish relation
worry,regretting alcohol consumed last night head
relief,mileycyrus aww could would wink smirk
anger,hopefully go far sometimes feel like root
sadness,probably going miss silverstone race season sad track pure laser scanned awesomeness
joy,hockey game tonight
joy,last christmas shopping today
love,tommcfly aww tom made smile love much laughing big grin laugh glass
surprise,rofl room small dance
joy,get see ball christmas day nba swag
disgust,swear homosexual thing ever seen brown guy taking picture bathroom mirror x
anger,cost tonight
joy,midst exciting win baked whole night away going snuggle couch hot peppermint cocoa
anger,yeah yeah know selected give money
joy,pleasure turning alarm
love,wow leave facebook alone weekend get new notification whew
joy,thebodyshopuk treating bit tb tea tree range brings happy face smiley
anger,girlfriend mentioned certain girl name girl time back longer mine said still mine
fun,co ipod touch yet mean look apps sooo cool twittering school awesome
sadness,whenever rain hard get motivated
joy,waiting someone else make happy best way sad find happiness run
anger,school teacher allowing u go new year eve class trip overseas
joy,school nativity afternoon min looking back another parent head neck ache get one glimpse sheep
sadness,ryan spent one night roof remembered bitter anguish
worry,back durham greensboro closed hmmmm
joy,brother driving school today
happiness,following one favourite actor
sadness,know suddenly thought feeling boyfriend really love almost three year together matter fact shaked felt great sorrow call sadness
surprise,geoff posted boo coming home boo http
anger,never dirty restaurant never seen slow service
worry,bad day history test tommorrow want go sun play
surprise,realized math class genius highschool feel bad failing
sadness,maybe stop weird bored class people stop laughing
love,twitter rock
fear,remember fear exist anywhere except mind dale
joy,minute shard glass slashed across rohmer ecstatic face
joy,see share u becomes alive today lot discussion thread started forum
sadness,riding high low mood chore blow
joy,expressing delight appointed said one job hoped
worry,sleep watching hgtv afraid take
sadness,trying deny beginning miss every single day apart need sprite haha
joy,stage sunderland good value lead mr crosby must contented man
sadness,allen last found crevice secure enough trust looked find peering little courtyard onto back dejected horse
hate,officialtila friend request tomorrow blaming nite
fun,yeah prom night craft good movie
sadness,sounded little low
worry,right ear blocked today bit like got water idea clear like putting liquid
worry,sleep fucking morning come soon rest new day perfect day start new change
joy,remember last time ill still full day today
happiness,yum whole box cooky
fear,despite disquiet club year mr stringer still appears relaxed control first took charge winter
love,watching cute carpenter guy woo hoo
fear,losing people love
sadness,realized hospital car accident tear left eye
joy,second victor
sadness,strain living together without legal tie lead considerable anguish
happiness,silly http
joy,amazing sad happy one thing simultaneously
sadness,make sad think growing
surprise,homework event management dad actually know lot stuff
surprise,blackberry bullied stupefied foot forced yard gravel spit
fear,left dismay reform dramatic especially wealth redistributed equally
joy,class class class
fear,terrified well made ever want celebrate christmas middle earth
relief,correction hot coco nkotb cup sweety
anger,michael stein trying unsuccessfully calm irate customer arguing bill
joy,met friend gave wonderful present birthday enjoyed present
joy,pleased see guidance state unequivocally major retail development inappropriate green belt
happiness,thank see back smiling
happiness,best cup final today fun
joy,awkward moment going red robin family vegetarian
anger,erika intense annoyance fritz promptly accepted invitation obeyed command rather rosa moved floor another boy left feeling abandoned foolish
worry,never write back babe feeling hurt
sadness,shit none yea last weekend crazy think partied hard sic
joy,last day week finally tomorrow actually sleep
sadness,big sugar yet another bandwagon late get next amp reunite kind like odds
anger,one career wife spoke exasperation husband listened half ear watched television
surprise,coming home day early mom yay
joy,thought people wanted twitter jail
joy,thing go well elated come depressed true transcends wave circumstance
sadness,yeahh lo ok ok roger
sadness,yeah neither huntsville would quit job one job
sadness,looking result finding would failed three seven subject
sadness,suffers update package developer package holiday
sadness,wish could eat
happiness,teddy chucking time
joy,would love
happiness,tonight fun
boredom,still care quot milk quot thought boring
joy,essay done dusted time move research pathway
sadness,hamilton get hockey team really think name hamilton team name sad
sadness,earliest sparkling wine undoubtedly discovered accident probably trial error method employed anguished winemaker ironically trying avoid nuisance fizzy wine
sadness,sorry disturb early
disgust,stop fucking callin ugh
sadness,dolores felt glum sight
joy,congrats forget next day tell u brings chance win tb goody x
relief,thanks followfriday see u south african holiday fri
empty,http yeah bored laughing big grin laugh glass pic photo still guitar today mum steam miss
joy,moist mouth suckled gazed rapt contented face knew lost
worry,sad neighbor cut tree around house looked pretty seemed healthy tragic
joy,applause rang twirled around acknowledge demure delight clapping barman crushed ample bosom barman wife
worry,thought seeing top shelf jizz dissapointed
anger,short live rare grab bad dump fear awful face memory sweet cherish
surprise,jus found finally thingy dryer laughing loud bent outta shape mad
fear,child wanborough primary school near swindon worried hazard experience way school calling new footpath
fear,camping old broken hut light brought along lamp working well door made strange sound sure strange thing happening terrifying bit many wardrobe hut everytime looked glass wardrobe felt behind whole night spent fear
sadness,nice book ready new stuff next time
happiness,think would good radio dj like awesome music great personality wink smirk
worry,crazy debt issue maybe messed closing old account really sure look like may cover
surprise,ay mate forgot math holiday homework wink smirk though give
happiness,someone good morning
love,sleeping beauty love grad http
worry,ohh sorry someone else pic bad
worry,hey tweeties auntie jus got n bad car accident pls keep prayer thanx
anger,girlfriend practice therefore leaf alone night weekend addition busy several thing see often
love,ooooh thought kind egg egg something crazy american
fear,grant wakening kid discovered dismay cubicle held four occupant sleeping bunk bed
sadness,jealous wish
joy,thought waking go work tomorrow make feel sick
happiness,congrats new mac book air
surprise,first time good mood day actually got along parent
sadness,boy better get tonight
empty,http lucky jealous even though like much
love,jonasbrothers http love guy best
worry,missing brandon wanting talk anthony
surprise,people know pull give care
happiness,oh great hope blast wink smirk
anger,furious mr clarke break news holding press conference
love,admit colin firth groupie point
worry,work missing sunshine
sadness,missing life partner already frown sad andry pouting
happiness,yay mark issue find lot issue laugh as
worry,friend traveller tale held farewell party kind disappointed would still september fault
happiness,reading book instead revising thinking lunch heart rate case wanted know
worry,becoming grey hope one quot shower quot way
joy,finally going take nice long shower ahh
sadness,wossy smashing show tonight love killer wish gutted shame got cut end
anger,fiancee parent place watching tv two sitting drunken brother came chased fiancee chair sitting
sadness,hilzfuld patience worth
fear,felt dismay sorrow many people country share personal good fortune
anger,xmas shopper go shopping day instead clogging already congested rush hour make everyone late
relief,guess internet house raise hand dial
anger,rock became aware thrilling magical father taken young son backstage road drinking gradually becoming resentful tyrant
joy,celebrate life one chance give amp ty
hate,upset especially fear get jared hug tomorrow
happiness,tommcfly ahhhhhhh birthday belive found seeing yous tonight best present everr lt
surprise,take shower see anna
love,tommcfly miss much old animation really loved hercules disney haha way awesome show yesterday guy xx
joy,bout fail eye exam
anger,sister fighting usual older bigger built stronger could win physical battle battle could seem get really hurt
joy,chibchenko nae bother come christmas market pie see winter snow
surprise,packing time office reach back home know p
sadness,drama shiiit want fight someone nut always back
sadness,course like would utterly miserable
fun,station morning show gym damn paper crazy taker anna lmfao
worry,aw man sorry logical reasoning promise study order tutor new student
joy,brilliant guy lunch affected also elizabeth table referred liz
worry,rocked nope fifth generation ipod classic like dumb
joy,birthday dinner family talking politics loudly
love,taylor swift think pretty make heart melt everytime see face
surprise,told going get birthday gift smile
fear,gazed ruth face seemed fill horror
worry,girl stay inviting hahaha phone call check
joy,abundance seeing lot lot family eat lot delicious food see many beautiful place repeatedly last four day
sadness,kind mood come today xa child get disney experience
hate,hate computer screw decides play sound video
fear,alone night
shame,glanced back opened gate standing still discomfited little group meant suppose hurt child
joy,yuk doc hope like well know relative
happiness,spanglegluppet laugh glad self confidence wonderful trait applaud extra loud okay
surprise,food cupboard sent mum tesco
surprise,love already got plan going queen mary
fear,afraid first boyfriend threatened make end relationship love enough loved much
joy,underground escalator bum asked money although give anything fellow told really man front also turned look
sadness,one word sympathy could offer ease sorrow loved lost
sadness,worry good
sadness,feel strongly law changed future child spared anguish separation contact
joy,calendar packed event celebrate dopeness people know
surprise,wow new site different
love,rowsell really chose wrong time year
fear,mysterious ticking noise somewhere bed puppet pal kind scared
worry,sigh another two fly papi
joy,delighted taken another ride another car little boy chuckled
joy,really excited change spain wait go see country dream election
surprise,lovely birthday meal everyone much love bestfriend clarissa murphy xxxx
love,getting reading head home work baby quilt hardly wait kiss bald little head day go
surprise,test discovery missed
surprise,happy birthday love lot
fun,love black eyed pea many memory watching hulk
fear,thing anymore russian coming coming terrorist coming
sadness,saw team notification island part died
anger,want hear go room
joy,thebodyshopuk hearing guinea pig squeak insist fuzzy peach delicious brings
love,house home alone playing guitar guitar hero loud
love,http swoon nick look cute serious faint
love,good morning everyone
joy,find thinking lord yes satisfies happy face smiley
joy,best parking spot parking lot oh longed day come
worry,sadly think bunch free ice cream year
love,hope everyone amazing bank holiday monday work
happiness,dickiea chrisjlovell true chrisjlovell downloaded tweetdeck yet literally amazing xxx
worry,laughing loud going water prob cold heck
anger,well believe uncle aunt came stay u week even call u advance
happiness,another week begin one got better last
sadness,sorry mum lock right away
anger,yes true damn lost half paper even bad time happen
worry,aston o dream car thinking
fear,oh dear
worry,well aunt dog died understand devastated probably head soon support
relief,thanks sharing
joy,house area flooded like swallow pool skeptical annoyed undecided uneasy hesitant
happiness,goodness go single shit go crazy haha fuck like single much want holla
joy,tango favorite anything music stopped
worry,chriscuomo seen enough movie quot know quot something terrible happen laughing loud
love,ooh yay let go accept
fear,whoop laid belt table amp knew meant
fear,god please shine grace mercy oddly looking lady cut hair great clip
worry,awww suck mom totally numb finger well ever since surgery hip replacement sucky
love,awesome bull bush day wait see loft x
fun,need look apartment tomorrow
joy,back physical therapy go sarcasm
fun,haha father bonding time laughing loud anyways work get msn later bored x
sadness,jeff going whose line tonight going miss agh frown sad andry pouting
sadness,sad hearing grandfather passed away
happiness,sorted gather cheer birthday wish
surprise,bad ill stealing break miss much
sadness,dollar weave still look terrible
sadness,could go cali without sad
worry,available area would
worry,stephenfry afraid comment mp expense hopelessly touch average person average salary
sadness,turn sir sorry wait saturday busy day u
fear,one relative went night leaving friend alone cheated parent go heard afraid might beaten
relief,sending love blessing amp healing thought amp family peace
sadness,lost peacock chick morning
happiness,discovered great site
happiness,thanks work treat need post xml really though thinking rail
joy,cab duty tonight claire xmas department
surprise,mine suppose go weekend dad work secretly put got home haha
sadness,oh god watched claire escape really quite sad
love,mitchelmusso good comin close love tour
surprise,turn lot time morning go tumblr
sadness,sad saw beautiful girl
worry,totally austin power withdrawl withdrawl symptom mommy withdrawl
hate,yep nothing better
sadness,great sorrow could never recall mother
fear,think hate loose hair anything world
worry,really need go start revision biology chemistry today think
sadness,summer leave town spend holiday
sadness,call fat horrible fair
sadness,person loved admired lot died felt empty lonely helpless without support knowing
anger,feel anger thing come wish
joy,math homework next period get essay done tomorrrow plus work tonight
fun,monabarry yeah whatever mean chatting night laughing loud
worry,stupid sun actually work
relief,back city breakfast time
anger,grow fast n wt owt wn came bk w grown nw tht grown feel lyk
joy,spring lively season
anger,waited replacement phone delivered even work
love,going go work honey today exciting
fear,stand grown as man gun hand dnt man
shame,going embarrassed ashamed teacher suggests dialect part identity must changed
sadness,manage leave place without taking depression suicide
worry,slammed spam follower today attract get life people
sadness,miss lonely empty without http
surprise,early knee throbbing maker faire possibly torn ligament think insurance though
sadness,written fuck get le idea every day every day
worry,want watch pcd concert dad
joy,teacher suck as going hw birthday weekend
joy,may god hope fill joy peace believing power holy spirit may abound hope hope
joy,ah great day ending grinch stole christmas get enough holiday season holiday
happiness,omg concert awesome madrigal gave chill almost every piece brook also called alumnus get go
joy,hour biology homework
sadness,say confused know approach sound like going back counseling
sadness,shit lost star trek ring starfleet academy class ring golden gate bridge got high school graduation present
anger,people even decency stop check someone waiting crashed car alright karma
joy,contented man good wife prosperous farm upper caversham four mile reading market good season financially successful day
happiness,internet access board mean see bad weather flying http
worry,oxemalieexo laughing loud went okay far tell test today geo got like
sadness,every day life lately feel ya girl lt
surprise,still think hilarious live haha told thought really surprise laughing loud
happiness,everraven figured would bouncing
worry,going watch brand new episode hill wait
surprise,hope people go columbus actually religious plan going catholic college
joy,pretty exciting seminar lady business owner
relief,thanks following support lt
fear,revrunwisdom afraid tomorrow seen yesterday love today le amen
surprise,justin timberlake snl awesome dude become regular
worry,amazing thereby proving believe anything see
joy,understood mother wedding although necessary expected nothing appear contented
joy,oh make day even better double math
surprise,eli er finger blood sugar trying cry http
joy,happy tweet got joy board discontent thrown overboard happiness best
happiness,watering plant home drinking delicious smoothie morgan jamba exploded
fear,typically gould infrequent letter home detailed ornithological exploit much dismay household desperate hear news personal nature
surprise,see haha happy face smiley maybe ill buy one wear cute clothes
joy,back hole tomorrow
worry,http resort wearing today finished laundry lol
sadness,think working eye drooping weird drug like wait tomorrow though
worry,hot office air con broken week fan round office push hot air around really helping
surprise,know hopefully fruit salad p
anger,resentful unforgiving willie morgan taken court terminate lucrative six year contract nine month
joy,day tomorrow ill homework studying day finalsweek
fun,yup cat sho worry whole pix thing sexy piece sensation laughing loud
sadness,dear tv everytime find show love find way ruin jerk bye mitchell
anger,lt let bring rt people wake morning done
fear,standing puddle stay away nigga could land trouble
surprise,love surprise birthday party last minute stuff birthday boy get
joy,fear factor coming back
joy,funny guy come house feel try kiss leaf kissing hand never talk
sadness,happy sad may soul rest peace
fear,youu call jealousy call losing
worry,someone take care sick
fear,katharinemcphee seems serious conversation seems making proposal laughing loud happy face smiley thank kat love xoxo
fear,want bacc butt ion kno mann
fear,tiger left first half south alabama coach ronnie arrow call another timeout told smell
anger,love whether yu wan juz lik uncontrolable emotion love yu juz served
sadness,hey jaimelynarmy miss new friend
worry,headache
surprise,bout take bath relax listen sme wait wink smirk
happiness,start true franchise online mode dynasty huge madden online league much
happiness,great album lucky http
hate,ok complete insomniac moment almost still awake hate stop thinking mornin
love,happy mother day mom wonderful great day
joy,fresh pineapple forgot fruit could taste good
enthusiasm,mcfly evolution time round
fear,one dark night street light car obviously following
relief,sitting sunny balcony learning dutch exam
worry,tried already
happiness,want see jb movie experience want quot touch quot joe hehehe
worry,happy mother day mom
happiness,going relax chill tonight back work tomorrow week least fun time girlfriend
joy,omg workout today nephew birthday party
love,chicken beer good company make good night
worry,four shot mouth right cheek totally numb booo
surprise,drama queen worry shit using bring attention surprise
surprise,george b shaw apparently wrote word day sure practice come nature
hate,yer oh gay hell need post haha talk
worry,eat hot pocket anymore without thinking jim
surprise,glad concert still week away getting sick need time recover lung hurt bad right
relief,got phone still cleaning room raining make feel better
joy,beginning summer term weighed eight stone three pound pleased lost two pound certainly say
sadness,ah month sure advanced biased seem grow faster day sound old
sadness,collapsed coma london club died hour later hospital massive internal bleeding front devastated mum dad
joy,guess time one study guide bed wake shower study
joy,girlfriend gave understood meant relationship turn even closer
surprise,believe went got boba without
joy,happy last class hear piece shit talking
love,fun jb movie absolutely amazing good day work yay loved movie
joy,henry tyler would described happy woman afterward could say seemed unwell
happiness,enjoying staying house today
worry,hospital uncle surgury heart attack
happiness,unpacking new toy arrived studio right called tc wait check sound
hate,http judge tucking tonight mogwai repeat
anger,letter fucking bullshit mean really fuck
disgust,jerry show
love,good morning si ala time say goodnight soon
fear,lot pain extremely anxious condition
sadness,go home shit look
joy,hear name list attending english lecture
worry,miss wish would talk often
enthusiasm,try catch swarm gone roof gable end set hive hoping best moment
love,love ipod shuffle good song together
worry,thanks aware day festival band ga must wait sit concert
sadness,totally done e talked long time find man
joy,lexie parent pleased effort may prevent child dying side effect steroid treatment
hate,omg mcdonalds combo wendys sundae puke material
worry,yum yum love quesadilla wallpaper matter tooo
joy,getting tomorrow babysit thanksgiving vacation
sadness,month close relative mine died never expected happen sad month
surprise,well first tweet today failed lol back sleep bacon egg hard choose
shame,insist learning must serious business would feel embarrassed caught reading comic book
anger,aunt told angrily fed behaviour
surprise,bought cup little boy could anyone guess price
joy,word today breaking walk spirit experience kingdom
worry,got real bad headache
joy,rip tired cry juss know better place
sadness,really weird night last night miss friend
anger,always get angry take customer home
happiness,drove past hotel wish ere thinking december trip real white xmas
sadness,ghost whisperer going without j love
love,oh no puma hoodie coming apart love thing
fun,wearing kiddy clothes make look big n stuff
happiness,realized tomorrow goin beach wana come
joy,quot gojunebug fantastic terrific thanksgiving family love peace food god bless happy face smiley back ya dan relaxed
worry,happy got big choice make
fear,anatomy alone first time
sadness,sadly hopeful american doll blah vacant dynamic
worry,nasty cough sick huge weekend ahead
worry,online portfolio great esp job trying look
enthusiasm,bed go dream world liquor store get blown
joy,neil kinnock happy deputy spell commitment equality labour objective
joy,staying damn art project
joy,breaking announce completion last college project ever
joy,want change life refuse change thought therefore remain bound james allen quote
surprise,haha wanted great amp proud saw reaction
sadness,death parent
sadness,going watch barcelona match today
sadness,sorry could help
sadness,irony inventor ford mustang keep car http via
sadness,neither u could wait get round cold miserable
fear,anxious accepted trying extra good even perfect
sadness,remember mother died day sad every time think saddened loss mother
worry,day atl fam saw update website look awesome
sadness,especially hard get bed morn cuz hot running late stuck front mirror checking
sadness,realize harry potter twilight basically going
joy,runningquotes work analysis feel run feel race feel goucher
joy,waiting sun come amp shine one day
sadness,one unnamed area criticised appeared industrial dereliction sad downcast people
surprise,oh yea think open yet took ben amp jerry loved place
worry,http ouch burnt arm grill
love,fort brooklyn flea lovely looking forward next weekend already
anger,woman like perfect others come looking busted
joy,mo wine jesus pas water please thirsty shift keep party going
happiness,sound like nice relaxing afternoon mow lawn walk dog
anger,grandfather never really liked anyway
happiness,hahahaha watching miss ocean
surprise,nana suck hiding stuff said got car
surprise,r random thing mind heat get assure b often
joy,told selected attend medical assistant training
sadness,cutting camp bracelet sad mu dedicated play
worry,realized reason sad today gloomy outside
worry,nicksantino nick fuck going go ride boo
joy,taking break studying go yet another doctor appointment
anger,indignant suggestion prime minister replaced jaguar rover nigel lawson least draw comfort fact wanted man city
anger,come home evening first thing sit smoke cigarette one day found flat totally desolate state wanted tidy finished
joy,beautiful part ceremony delight todd face wheeled close altar receive eucharist arm outstretched
surprise,able watch online hope yeah belinda jensen really good
worry,sad statue liberty completely week nyc trip
fear,however right hon gentleman recognise profound disquiet expressed proposal bill particularly one
sadness,awkwardtown know think going miss though money job happiness suck as
surprise,haha ya friend totally kick party occasion
disgust,people grade school need grow fuck sorry life going nowhere fun boring pathetic life
surprise,expect see running round victoria park go
empty,text twitter sometimes receive phone
sadness,everyone working tonight bored
anger,bitch going pick world going drop yo fuckn liltunechi
joy,pick around
joy,hour depressed bus journey cry
sadness,dare invite love actually party
fear,everything going wrong amp important decision made
joy,favorite perfume joy quot created reaction wall street crash quot wikipedia hear changed formula
worry,half class called retarded hurt real
anger,believe memory chose today remind hate
worry,icametumbling whether good bad disagree
joy,wait sorry got go halloween october nw christmas yo face dnt bring
joy,wait come back home leave wk half laughing big grin laugh glass
joy,got phone taken school till friday
love,japan treating good know long
surprise,spending rest today mom niece going miss much tomorrow
love,till baby back work
sadness,seagull hate utterly depressed miss
surprise,could ask better wink smirk lolol give warning next time
happiness,peanut butter soup amazing everything else soup higher form amazing
joy,exam nxt week back full time work
worry,nice boy realized short see concert moved time pack early flight
joy,back math home work oh happy face smiley
sadness,one night father suddenly suffered heart attack lead breathing difficulty
surprise,waiting bestie birthday party
sadness,xoxojennxoxox feel lost keep running head staring face haha basically headache amp eye hurt
sadness,know sorry rt better ill try forgive big
surprise,finally finished forgot clothes hung
anger,daughter began staying away class age nine
empty,woke cleaned aunt emmas walmart time nap work
anger,government resolutely refused comment january suddenly heard exasperated lord rosebery broken sale given sotheby auction content may
joy,seem pleased something
disgust,would revulsion tonight business
joy,really enjoy beach summer
happiness,idea rock opera ftw yes tweet kayleigh writing rock opera info email u
anger,separated husband way behaved towards make angry
sadness,dreamt father death secondary school screaming top voice woken friend day really sad
surprise,able figure found pie mom
surprise,love telling parent coming home come home sitting couch watching tv like quot hey quot
happiness,rockin minivan til ready miss already
happiness,man way yes time wake real laughing loud
happiness,think castle fun
worry,coollike fail
happiness,please check lmk think first post site
sadness,feeling pretty poo today
sadness,person hit twitter best friend boyfriend
joy,wait spend lunchtime mr good tomorrow
joy,oh yeah final speech tomorrow plus two day sarcastictweet
love,happy mother day mom
empty,xhayleeey really mean anything anymore skeptical annoyed undecided uneasy hesitant good old top pop every sat friday something
fear,beaten classmate school
fear,good thing totally consumed fear right
anger,charlotte made reply suddenly felt exasperated wearied hoop obliged jump
fear,began libel proceeding uk singapore government privy council expressed deep disquiet treatment government see
fun,hit school tomorrow surprise ahaha stay til think xx
sadness,head cold
sadness,really looking forward five day weekend hardly make regular weekend without
love,jonasbrothers like song say one guy love ya
surprise,noooo miss happy face smiley def oooo let know date nap come laughing loud laughing big grin laugh glass
happiness,finished laughing loud
joy,vintage visitor competition prize voucher spend beauty queen saturday vintage
sadness,ialejandro aww thought forgot last night hardly twitter phone text evening ok
happiness,oh memory http
sadness,keep saying yuri one suggested operation first place oh
worry,finally time raining hockey start good idea script
worry,shit got go grocery almost got food snif snif
sadness,mycaricature pleasure sorry hear pollen thing
love,moment fly car
happiness,pool party n blast friend made evening home great conversation funky n lifted day
love,goodmorning thank much kind sun going paint outside
joy,b honey present honey birthday day heart
worry,shady making trying code something know php help
joy,worry never robs tomorrow sorrow sap today
sadness,sorry really interested thing
sadness,bummed retrorewind contest state hawaii
worry,good monday morning hope everyone week successful start
joy,bought christmas tree let decorating begin
joy,saw today amp got good news laughing big grin laugh glass also got day left work x
surprise,got pizza burned mouth
fun,praying love lap dance paying lt one fav song
joy,following highly recommended timeline jewel music poetry
fear,strictly avoid frightening idea
happiness,happy star war day lol may force strong
worry,ok failed
fear,tblightning cat afraid water therefore panther lightning gobolts
anger,father accused brother bumped car wrong
boredom,longest flight ever particularly unpleasant uncomfortable really really long
worry,kid get leave computer company
anger,week angry trying mind due nonsense speech could tolerate
joy,finished reading greatest book ever
sadness,billbathgate could happen wahhh cry break
surprise,today great day
happiness,today another good day le extreme experience anyone fan watching season
sadness,swear almost guy friend bad thing
joy,seb reached burford state high excitement find superintending constable aplin london
surprise,finally back bed puppy long week loved home night
love,dougiemcfly hey dougie thought would tell gig edinburgh got brilliant review scottish sunday mail xx
sadness,miss coffee
sadness,pic load twitter
sadness,saw newspaper magazine chaotic situation caused drought hunger
joy,happy marriage created daily two willing individual
worry,really something productive yet
worry,head hurt bad could scream
fear,watching true life blind refuse get wisdom teeth cut
happiness,yeah tomato paste oil traditional sandwich eat olive maltese cheese yum
anger,quarrelled brother twin home saturday one study private school one repeating form five know follow every word teacher book system always try bad act game satisfied awkward life tried persuade often failed time fight voluntary spirit polish floor
sadness,boyfriend openly let preferring another girl
surprise,last time ran wrk happened history wait slipping
fear,crip rt christinerphant ec nervous digestive organ starallo jmayshar
joy,early game today
sadness,good luck haha loved character bring win movie
happiness,khanserai thank hope great day
joy,felt duty hospital understood afraid face death also helped little relieve pain patient
hate,got back home bored
joy,extra early finish homework
sadness,missing flat tummy always super flat morning evening like skeptical annoyed undecided uneasy hesitant
fun,new york doll tomorrow night depot cancelled refund available point purchase
worry,sitting desk wishing thing different
worry,little bird flew window snapping neck
worry,finally bed almost everything packed got hour get ready double shift work
sadness,genuine sorrow producer voice
anger,fine way would mind slurping coffee every time cup
fun,got back visiting relative time watch movie
anger,city fan still livid clash bull led skipper steve walsh sending defeat molineux three week ago
surprise,glad getting watch jesus piece christmas
sadness,ho go tonite
fear,tell u sacrificed others tell u time worry future xa xa luke
fear,parent eldest home midnight male stranger phoned u spoke rough language hung heard someone walking outside door
anger,ever bother write landlady asked gravely vexed insulted
sadness,make sure well done
surprise,oh man dead deer everywhere michigan
fear,dear herald sun boat people quot flooding quot month au wide drip ocean
worry,major fail since asked
happiness,love charge
fear,factor coming back amp come tomorrow time amp channel
fun,stevehealy shall post notice town u cork lady know watch laughing loud fun seven business wink smirk
sadness,wish still loved
sadness,yes dear
joy,great us natural material rather one scientist make prefer natural remedy one
joy,choir tomorrow night join u church wonderful holiday celebration happy face smiley music
love,good luck tonight boy
fear,diving ice cave depth metre visibility almost zero oxygen level decreased three u diver one safety rope
worry,tommcfly dannymcfly mcflyharry dougiemcfly think come home
joy,romantic christmas song really help get mind shit
fear,pole light outside window shaking violently
sadness,found coldness hurt somebody sincerity
relief,thankfully face show
fear,parked old man house staring window head psycho
anger,cool got phone taken away see michael
disgust,people wear suit claim walk work daily exercise
fear,david concerned length time say took ambulance arrive
surprise,officialtila wow sexy
sadness,people america throughout world stunned president assassination
worry,moved edinburgh glasgow new flat phone line broadband
surprise,way knew red velvet german chocolate red food coloring
joy,oh even better remembered test essay tomorrow apush
sadness,bye bye edinburgh want leave
happiness,ready go sleep hot room yey first time sleeping huge bed excited
relief,losing makeup bag tragic luckily keep different place got replace bare
love,nikkibenz hulk great movie might recognize toronto younge street fight scene
empty,firmly constituency
joy,extremely stoked martini reward hour teething happy face smiley
worry,thanks ummmm find option http
fear,walking around university night previously warned rape etc
happiness,pcsketch well going get talk later goodnight good dream
joy,lmfao staying normal hotel get tour village tomorrow
joy,joy fear share pathway brain one exist time choose
love,happy six month
fear,huge snake coming toilet
fun,following new sanctuary fan see wonder sanctuarysunday good meet
sadness,need somewhere go still lush want back
anger,trick really intolerable hid worried restless day saw really wanted slap one
fear,forget tourniquet first losing much blood
sadness,hell lot say complain day quot quot quot quot help case
fear,coming way hope life gear ending world doom day
worry,hi everybody sorry long listening iwas busy
worry,ugh want play dnd know going fail final need study
fear,mr mcwhinney drumhark road comber died instantly single pulsar plunged ground front horrified spectator
surprise,school day lesson spent hour library nerd ahaha
worry,doctor office waiting see tired sick hope everyone else better friday
happiness,date well atleast last one
worry,ready work except arm
fear,going thru mentally last thing thinking christmas list quot quot need miracle
surprise,oh seems joker arkham asylum much bigger thought
sadness,already none left back cabbage soup
fear,oh scared
worry,young people attracted trouble make sad lt
joy,home year old much mountain dew
love,star trek movie amazing oh goodness everyone go see
love,happy mother dayyy mother especially mine
love,lololol love rock soo hard watching right
happiness,going shopping place thingie right back laterz
worry,really feeling today soooo much work soar throat gosh
love,watching bone naty made fan mission convert naty success onto mission convert meagan
anger,girl ii want yo as soooo bad guess iim venting iim control
fun,friday work tomorrow
surprise,guess okay huge dirt hole pool used
love,tired goodnight twitter mother day happy mother day lov lt yayy god bless
joy,picked real christmas tree
happiness,tomorrow warm day reason like sun much laughing big grin laugh glass go swim wink smirk better laughing big grin laugh glass
sadness,adding thing wishlist amazon thing afford
worry,upset get fix tonight
surprise,lame said hello
enthusiasm,wish boston
anger,arresting
fear,late night biking home overtook man said terrified imagined wildest scene
happiness,yes cute predictable work
worry,shoutout starvin like homeless cambodian kid laugh as
happiness,really well stay long needed definitely come visit look forward
happiness,going suffolk tomorrow however mb amp planning picnic mall friend neil amp jodi
surprise,wow dad still awake
worry,punkpolkadots ya suppose wish cud hv thm bk
love,miserable time far
empty,right quot arguing quot nothing thought healthy conversation
fear,stranded north island wd hire vehicle
joy,thepioneerwoman making mulled apple cider moment using champion made big mess
sadness,even really focus sewing always focused sew kind day turned
sadness,really tired sunday morning xxx
joy,meaning bring world ff
surprise,keurig got amazing customer service keurig thanks much fixing brewer
sadness,imjustcreative dude always think thing get worst
joy,talking close friend
surprise,dolphin settle field goal
fun,great day training fun
worry,sitting school suck
surprise,mom dirty since march fucked
joy,literally sleep going hour
worry,think take medicine cuz laughing hard head much pain thought laughter gud
worry,sad rat becoming aggressive guinea pig seperate
love,cool thanks guy
joy,elizabeth face lit told martha excitement clothes sent tamar
joy,see pleased
joy,tear pure satisfaction day hahahah
surprise,phone call tonight would great
relief,thanks follow
anger,tailgating existence driving route one
fun,really want go coldplay concert tomorrow
happiness,hahaha yeah see twitter back
anger,erika intense annoyance fritz promptly accepted invitation obeyed command rather rosa moved floor another boy left feeling abandoned foolish
fear,tender age eleven friend left party proceeded walk dark secluded street bad neighborhood find telephone recent spate horror movie watching occurred
joy,fell head ear love someone appeared love made happy could hardly sleep eat one week
fear,carry something around jesus already carried cross shame hurt pain
worry,wats got luck guy beat la laughing loud would like see best wish denver nugget cavs done
sadness,wrote letter boyfriend could answer time defence mechanism found felt sad could talk anyone
fear,waiting mark difficult subject
fear,repton boy horror churchill campaign turned adult le ferocious criticism
