Emotion,Text
negative,almost every girl tl tonight
negative,desire first go palace westminster lord greet queen mother tender condolence share grief family
negative,candymaize aww mine uk wait month film
positive,returned dog walking frozen face david guest expression
negative,eyesight good enough miss dersingham said exasperation
negative,darren looking small extremely disgruntled slumped front seat
positive,worry sure better next time
negative,summer leave town spend holiday
negative,whole time sofia quot walker barn quot shame
negative,actually nervous amount chilli dad put salad
positive,going driving tomorrow fuck fucked christmas shopping christmas eve
negative,forgiveness heal wound free soul anger amp hatred
positive,going wear mysterious shirt wink smirk
negative,mr carruthers said vast majority evidence acknowledged concerned mr mctear would able conclude testimony
positive,merry christmas lee
positive,watch inbox morning big store
positive,got headache feel like shit
negative,wed late next trip
positive,grocery shopping listening latest project inspired impromptu dance party
positive,fan great like philadelphia
positive,put cheese slice toast melted grill bean scrambled egg
positive,research project presentation day pick monday
negative,anger make clear mind seem clouded
negative,know let someone repeat greater fear shot rough
negative,found good friend roommate pay phone bill electric bill like promised let
positive,apparently pain swelling gone painkiller take steroid
positive,true happiness involves full use one power talent rt anitabondi
positive,lol really today reunion prob kick got wog function go tonight
positive,unexpected spanish inquisition
negative,always get super disappointed pas horse trailer horse
negative,furious mr clarke break news holding press conference
negative,amazes adopt think sex life yet gay couple headline
negative,woow week tonight soo great love friend especially miss
positive,cleaned room first time since july get move brother room listen play computer game night
negative,death close relative
positive,finnah go watch girl play one time better serving
negative,junior school started complain make lot noise duty assigned prefect cool dull
positive,thank god mom bought snowman kit
negative,harry little worried see water supply diminishing rapidly pleased lucy enjoying
negative,lord fell kingdom land around judah make war jehoshaphat
negative,oh terrible situation traffic unbearable
positive,peace patience kindness goodness faithfulness gentleness keeping real
negative,read newspaper student fund going build new appartments refugee opinion state affair student find appartment
positive,fleet kanye ticket sorted christmas holiday future music bon iver ticket sorted work holiday perth next year
positive,spending day online chat tech support help
negative,bob became embarrassed turned back screen tapping rhythm finger side glass
positive,elf time front tv done
positive,succeeded achieving scholarship hard period financial personal physical stress
positive,ice soon thick enough skating fond winter sport
positive,rt come home college greets shower
negative,others bit work group assignment task work
negative,since got iphone tweet like le half amount used
negative,training australian championship competition year injuring week
positive,brutal night going cranky tomorrow
negative,social evening father brother sister close friend father wife argument father abused friend sticking
negative,girlfriend let badly time one week instance summed negative aspect relationship time seemed doomed fail
positive,feel good passed shower
positive,call super hyper waking
positive,found grandpa prime minister
negative,really want know physic give headache
negative,walked tutorial mental wind lecturer turn
negative,eerie feeling looking buy game make hesitate around corner would recommend
negative,love cut commercial every time something cool happen
positive,service bastard quot got free wifi quot costa guy quot yeah pick quot work
negative,lost fog uncertainty
positive,finished english controlled assessment
positive,power station today
negative,think short time live relate period life think use short time
positive,day everyone actually mind early laughing loud
positive,stumbling repetition masked growing delight basic error
negative,going miss staring angrily hallway week
negative,friend tried friendship certain friend thought improper
positive,mom secretly hotel room booked new orleans block whole time rolltide
negative,testing new roller skate street suddenly dog ran barking direction threatening startled terribly upset
negative,cmhegan lead attack next year
positive,season feeling especially festive year sure tune tomorrow big contest announcement
negative,cousin keep telling education past high school bad spell make argument correctly
positive,well yes several colleague different department helped supportive consulted economic expert last week kind give valuable suggestion
negative,today tell tell act courage wonderful day
negative,midnight working alone office phone suddenly rang
positive,educating exceptional student content knowledge elementary education assessment content
negative,people rarely lazy time solution embrace vacuum
positive,softer amp snore sometimes time happy face smiley found picture way show next time skype
positive,hahahahah journalism party tomorrow hour making appearance
positive,follow twitter instead texting amp talking thing tweet
negative,loss feeling many different emotion anger confusion helplessness left life soon
negative,face must registered dismay tell peter happened gave narrow smile
negative,bench vital game prof strength depth city
negative,cow heart friday
negative,accused unjustly
negative,angry bernard gone
negative,eyewitness told horror shrapnel rained shopper two device placed bin le ten yard apart
positive,first nephew look lot like mum
positive,never given speech front thousand people
negative,learnt close friend going
negative,feel fear quite often feeling strong last year husband quite unexpectedly sent hospital
negative,finding girl nice class leader order go neuropsychology lecture english one
negative,use locker airport trailed despondent sigh
negative,wat happened sat nite rem much back party
negative,know frown sad andry pouting quite sad cry waved goodbye along others skeptical annoyed undecided uneasy hesitant better fucking accept friend request skeptical annoyed undecided uneasy hesitant
negative,fear losing husband
positive,greysonchance goodnight sleep tight let bed bug bite tongue sticking cheeky playful blowing raspberry love lt wait friday
negative,come growing irish annoyance continued failure british ensure ruc accompanies udr operation
negative,conquered nerve thank much solzahran learning song asisang laughing loud happy face smiley
negative,thing girl need keep personal diary best friend
negative,ability tune sound focus universal voice love
positive,something cool taking picture disposable camera knowing come
positive,yes madam game practice timee
positive,disappointed sore going long day work tomorrow starting
positive,mother daughter bonding day
negative,drake still realist song ever made way explicit fake r
positive,great wendy line good ten min realized purse home
negative,ianteneh want mess doubt mcgill good school want live montreal laughing loud
positive,watch walk future hope tear eye
negative,walking uni heavy heart
negative,watching old lady running street catch bus miss reminded mother dreadful would situation
positive,celebration family small gift crazy rhyme amp package wink smirk singing load yummy sweet heart
positive,would lose umbrella last week class
positive,met amazing people weekly meditation tonight received unexpected gift teacher
positive,thank
positive,quot people like make easy walk away quot division
positive,man going around gave special present
positive,sound like good idea try
positive,got silver math challenge certificate
positive,julia question line defence lawyer taking acute anything ever asked david filled relieved delight
negative,basically settling fact going
positive,traveller might get used sense learn live might find progressively irksome initial excitement travel begin wear thin
negative,moment get thru whole timeline amp hit refresh amp like quot dang read quot rt ya know feeling laughing loud happy face smiley
negative,walking park night dark late began hear foot step around u could find way
positive,matthew quot seek ye first kingdom god amp righteousness amp thing added unto quot acronym
positive,track practice today
negative,horse abandoned trace hour utterly disgruntled
negative,felt sad friend mine failed final exam could accepted institution learning
negative,certain boy went saying girlfriend wrote insulting letter called name
negative,oh goodness say quot could care le football college nfl quot
positive,moment get another follower cheer
negative,probably realise closest ever death dizzy
negative,got bad cold father said must crazy go motorbike temperature answered care cold said care anything could leave second time said something like
positive,surprise music waiting soooo long lolol thought would never go away happy face smiley
negative,show annoyance intimidating facial expression backed sparse selection adjectival punctuation invariably using f word us considerable effect
negative,ballot box check rt revrunwisdom afraid tomorrow seen yesterday love today le
negative,prepared exam wanted sleep night exam
positive,headed church watch girl dance amp hear choir sing
positive,privately confess initial sense utter bewilderment necessity drive adapt new way life
positive,doctor office waiting hour
negative,feel bad today frown sad andry pouting desperate need hug
positive,walk around school mum amp sister pretending interested level shit two hour
negative,affect reasoning even brave men lose courage time injured exhausted
negative,bed time oh wait phone call
negative,recently good friend called needed something never said thank kind word
positive,awh stop making want come hospital amp see send pic
negative,monkey free drink salsa hip hop fist pumpin cab see call long walk home
positive,understand apparent stupefaction party
positive,long day work school tomorrow
positive,exactly want thank
negative,felt treated unjustly teacher
positive,christmas got know girl relationship could holiday therefore big surprise get carefully present relationship grew closer
negative,boyfriend would dance graduation night thought could dance friend friendly
negative,trouser zipper open public wedding
negative,know book either anxiety fear amp depression thank amp god bless depression
negative,doubt idea causing great disquiet among branch management staff
negative,tonight one hadley victim described anger towards relief would found guilty
positive,tear pure satisfaction day hahahah
negative,woke finish paper effect grade whether turn
positive,da month sleeping schedule get fucked amp exam studying happy face smiley
positive,feeling get prayer answered hear one person longer hear
negative,tell bad feel right quitting smoking frown sad andry pouting
negative,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
positive,wear skirt tomorrow high going
positive,right love much
positive,dad met nice french canadian surprise hehe jk laughing big grin laugh glass shannonrachel laughing big grin laugh glass
negative,whoop already tweeted yes twitter ik wanted tweet
positive,heading bed early take art history final
positive,horoscope said would money coming way today look like truee fact
negative,said something boyfriend disagreed walked away without discussing bothered became angry treating way yesterday november
positive,whore want extra meat
positive,going love going help pas precal test tomorrow happy face smiley
negative,first important truth voter spirit dismay recent economic political error forgetting immense tory achievement preceded risk
negative,family told leave willing accept condition imposed
negative,cloud angry man e f e battle well life maxim creativator
negative,toocrazyfox people blacksheep also scared shadow one lurks darkness mystery
positive,lazy sunday afternoon mass tonight
negative,fuck man another great one bite dust rip patrice joerogan
positive,sounded pleased something made two
negative,go house cycle
positive,starting give fuck le material shit going carry eternity memory
positive,rejoice always wk advent joy may joy knowing savior birth celebrated wks fill life today
positive,butcher sack beautiful beef bone roasting stock
negative,know hurt sinking honestly miss ever
positive,dolphin settle field goal
negative,remembers anguish disapproval comforting security guardian
positive,feeling slightly rough pleased end
positive,love mom come guest speaker
negative,never fail get sick dead week frustration mybodyhashorribletiming
negative,thts life quot hate love someone walk act like nothing ever happened cry quot
negative,mother death
positive,march received world champion ecstatic crowd winning cricket world cup first time
negative,sachalan free expression revolution
positive,honestly believe think right sick reading question got study marketing exam tomorrow
positive,oh goodness black white cat room nice
negative,know last week gave lie busy
positive,guess walked last math class ever attend joy joy
positive,life break making homework
negative,got script play kind sad talking amount
positive,optimistic might actually fall asleep
negative,hear factor back air
negative,well might pinch eyelid lose
positive,friend came unexpected visit
positive,searching cell room find call ring pocket pant
positive,person seen long time called invited party
positive,vintage visitor competition prize voucher spend beauty queen saturday vintage
positive,oh ya know going spend day reading page anatomy
negative,go dentist touched tooth drill terribly afraid pain would feel moment
positive,sing old people tomorrow
positive,invitation spend day seaside expense paid
negative,thing dat destroy person
positive,guess sleeping tonight
negative,examination
positive,happy thanksgiving everyone watching macys day parade hopefully see
negative,gay guy work arguing gay men able give blood woman lower sex drive
positive,joy sharing give away go overboard get excessive
negative,walking old mining area unwittingly disturbed wallaby flight accidentally fell deep mine shaft investigation seemed impossible wallaby get also get shaft prevent suffering slow death shot
positive,letter room sticker look immediately thought
negative,shall find reason disquiet argument
positive,shoot due tomorrow still tornado happening outside
negative,raped friend
negative,looking second grade math looking math miss easy day
negative,learning spot b tches day time
negative,memory sat either also suicidal day
negative,love ra quiet hour rule sleeping fucking party okay
positive,grad school apps officially sent time final
negative,two year back someone invited tutor asked question mathematics taught however listen made feel unhappy second year entered university girl parent suggested employed daughter tutor told university homework would lot time made required tutor five day week respect anyway another child teach
positive,supposed get mph wind today already mph sarcasm think saw someone pool fly
negative,justinbieber wish came school told boy even say hi u morning frown sad andry pouting
negative,got bring back hunter today noon
positive,bed early class guard finally done
negative,hold much tear back lt
negative,german resentful france attempt keep close control could automatically expected would agree join european institution
negative,let go amp stop fearing god say love amp thought create emotion life god love wakeup social
positive,babysitting red head child
negative,afraid going fall face common one day
negative,anger voice took aback
positive,ordered si n law gift love shopping lovely people happy face smiley giving
positive,right went concert last boyfriend told although told going take concert want see anymore stayed overnight said leaf ruined awhile woke arm happiest moment life
negative,motor failure boat outside gottenburg heavy sea wind strong could boat drifted towards rock succeed attracting attention hour
positive,starting regain ability move toe
positive,fall listening quot cold loved quot give
negative,also horrible bus stop kind weather
positive,actually really tired still want go school
positive,school become pain get harder frown sad andry pouting saying ugh
positive,lt talking bout black as
negative,exasperated galileo able show inadequacy rival position characteristically witty way
negative,nightmare war freaked fuck right loathing ffs sake fuck sake
negative,quot authenticgecko finding true quot wilhelm stekel quote quot would agree
positive,love new avi world give take away
negative,haha sound like deal way seen year
negative,shelley sat beside patient smiled cheerfulness coming somewhere behind deep despair
negative,losing close people animal far felt losing dog traffic accident
positive,love rest cuz tonight
positive,easy wake school knowing football later
negative,anger voice took aback
positive,well mean boast design done colleague already trying copy new apartment look making photo designed kitchen
positive,thank
negative,really sad moment realize birthday anymore
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,well finished watching hair tutorial want try think would need lot practice
positive,good morning tweeps happy wednesday something amazing today
negative,want rapture money cry mad obsessed
negative,death hospital long cancer oesophagus
positive,last year really touched heart know many people went purchased item shipped felt thing
negative,wondering many make su game
negative,week irate mother reportedly stormed london school hauled daughter class elementary sapphism
negative,tonight bed realised bad relationship friend
negative,suddenly recall owning legend zelda book whatever happen dork
positive,feeling exactly
negative,many people deeply concerned neglect crofting land
positive,back ar big holocaust thursday
negative,slightly bummed english muffin left party butter put toasting
positive,duke improves season country
positive,let u talk austin soon awesome hope thanksgiving wonderful run
negative,getting worse eating house home tried talking go one ear make home fine really get yesterday walked living room raw company last straw
negative,feel certain strange surging thru soul yet feel wht wht say
positive,rejoice good thing lord god given thankyou
positive,date excited go month feel need look pretty amp get flower nervous
positive,cupcakemartha coming stay next week
positive,thought cinnamon raisin bagel chocolate chip bagel
negative,insulted teacher
negative,point making bus schedule even follow
negative,gentle answer turn away wrath harsh word stir anger
positive,follows pure thought like shadow never quote
negative,spy everywhere fruit big land giant lord told take land
negative,work ruin holiday miss black wednesday
negative,sorry help bud mean need laid someone hop josh like hop pop minus perversion
negative,way home one friday night heavy rain car lost contact road surface second
positive,ah cool hour free nothing
negative,seemed agitated restlessly pacing looking crowd drawing back shelter arcade
negative,best date eva crown rt lmfao rt mcdonald fun tell
negative,hearing rumour allowing people room said sentence really shot heart failed find right word instead walked away without word
negative,went school library asked book librarian told however colleague asked gave
negative,many beef farmer constituency monmouth deeply anxious impact macsharry proposal
negative,texted lot people get type response
negative,thank god first time afraid person next would one want leave
positive,baked first pumpkin pie today actually two came pretty good
positive,might favorite season giving others especially expect feel incredibly fulfilling
negative,exhausted nervous councillor disappear small cabal
negative,lmaoooo smh know marriage supposed forever much take
positive,tomorrow cornerstonecity dedication grace final sermon series see
positive,people life attention technology paying
positive,felt elated especially said looking actor like
positive,pleased uncle said finn loitering hot shaving water
positive,thankful pain even people caused pain strength
positive,miracle scripture behold virgin shall conceive amp bear son amp shall call name immanuel
positive,guy sterne great difficulty controlling amusement
negative,argument close friend relative point view completely disregarded
negative,revrunwisdom afraid tomorrow seen yesterday love today le
positive,flower gift kept car venue set quot guest honor quot know thing going party arranged
positive,day saying quot going study night quot turn min could stand bedtime
negative,everything mindlessly going drive crazy
negative,afraid tomorrow seen yesterday love today le
negative,want cross guest feel like dodging car
positive,flying home right mom nooo idea
positive,thankful god gave beautiful brings
negative,harry potter marathon yippeee hate working missing
positive,bout start getting ready clue going laughing big grin laugh glass somewhere outside n beautiful day
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,rather nervous horse riding resolution list ago going pretty chuffed um
positive,guess time take care drunk boyfriend nope
negative,grandmother died cancer
negative,shut fuck honestly need calm tit
positive,mary move stand right good shot background pretty
negative,funny keep ignoring huge fan supporting since way panama
positive,mommy birthday making breakfast right
positive,little old playing game think ok god karma work pair
negative,frown sad andry pouting ughh work gna fucking suck as since leaving depression
negative,building wall afraid open
positive,aw da best word vocabulary find quot rolling quot tongue
positive,going tell year old sister bedtime story
negative,buy car like business car
negative,promise got text saying gone let get pregnant fuck wrong wit people
negative,ignored affronted expression crossed isabel face sardonic rejoinder continued
negative,going based many time bf need repeat swear bt make
negative,revrunwisdom afraid tomorrow seen yesterday love today le xa xa
positive,little bit early summer get strawberry shower gel snowing outside
negative,getting bit people saying badly opponent play u
negative,hope card letting pujols go work well pack letting favre go thanks championship albert wisdom
positive,mom dinner c broadway show shhhhhh show birthday mommy
positive,thebodyshopuk nice hot bath brings simple thing best
negative,friend going study session together quiz biology material believed study enough feared would fail
positive,voice raw silk saw bewilderment eye drifted mandy table
positive,surprised get mile chocolate cake
positive,quot arm dear savior ten thousand quot peace
negative,towards past carry ya heart le capable loving ya present morning pal
positive,morning astonishment worker library stumbled great chamber laid burden
negative,every god give something wonderfull take bad action
negative,sitting alone quiet room thing happening around thought come mind make afraid
negative,lausanne switzerland ioc miffed baseball opened sport professional olympics
negative,hate fact people using excuse get faded every weekend finest
negative,heard provided another pair medical uniform
negative,need wash car soon possible raining n washed n
negative,would die got c concert hour drive frown sad andry pouting
negative,quot send picture butt nekkid quot
positive,charlie brown christmas special
positive,remaining men preparing leave suddenly young man called laban tall rushed malthouse almost excited speak
negative,want new profile picture stupid computer let
negative,shaq retired active nba player dunked antoine carr
negative,gt laughing loud wow omg fuck grambling bet girl pussy stank
negative,scared long pain turn hate hate start change world replace hate love
negative,would liked go chat acquaintance realized wanted felt hurt disappointed lonely deserted
negative,late waited long
negative,yell oven cook food faster
positive,mom birthday today going ship something day late bet figure forgot boom
negative,sister impolite father family lunch together restaurant thought parent prejudiced extreme thought
positive,wow version mysterious way snow patrol like
positive,fell head ear love someone appeared love made happy could hardly sleep eat one week
negative,heartbroken mother transplant donor paula moss leaving england work missionary
negative,facebook distract frustration xa time log stay logged
negative,found coldness hurt somebody sincerity
negative,bout pissed bus couple as
positive,felt duty hospital understood afraid face death also helped little relieve pain patient
negative,sir really sorry
negative,complete heartbreak car broke looking ninth win season italian grand prix
negative,walk past someone taste
negative,gay ruin everything anyone agree communist obama going ruin u etc etc
negative,clear picture sad lonely man deeply concerned health dwelling future seemed promise fairly rapid decline senility
negative,harris teeter coming back
positive,joy giving birth sharing joy husband moment complete happiness feeling much love
positive,remember one time worked together bowtie
negative,main people look one bread name
negative,good thing totally consumed fear right
negative,christine felt vexed next pack meeting sarah lost point six slowcoach
positive,laughing loud yea oops good job laughing loud
negative,really pissed russian olympics anger towards jimmy carter anxious see
negative,mother threatened stair make comment
positive,blessed breathing today
negative,sometimes get scared move foot around cuz keep thinking ankle break
positive,wait always brings much holiday season
positive,wish lovely happy thanksgiving xoxo food
negative,shot front family actually think would like watch mam die
negative,said jean sighed admired sighed admired sighed finally thrown pile
negative,grinned watching deep blush embarrassment apparent fascination
negative,got idea going fill void next league game plus cup annoyed undecided uneasy hesitant
negative,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
positive,told teacher would school thursday turn appointment moved different date
positive,thought motion goal every person come contact u leaf feeling amp supported quot peace love
negative,yes kept typing midnight lost
positive,thank great awesome joyous thanksgiving n love wink smirk
negative,god teaching u allows world invaded others whose presence u
positive,get tired dha people shit
negative,knew reason eat sushi
positive,selected start form secondary school
positive,found best friend chosen english lecture
negative,back busy day get watch match realize quot hope recorded straight face
positive,remaining men preparing leave suddenly young man called laban tall rushed malthouse almost excited speak
positive,going late first day work
negative,make second movie wear ring
negative,get think english today busy welsh think
positive,spent day looking progress bar
negative,top floor old house cold miserable
negative,operation stay bed long time
positive,make reply sad take decision angry
negative,got separated woman loved
negative,love life best friend birthday away
positive,like tripper heading isle wight packed picnic basket sat chatting deck excited child played
negative,one moment hate xa hell lose mind make use skeptical annoyed undecided uneasy hesitant
positive,almost time go class still got go home pack get ready go md tomorrow laughing loud like year
negative,climbing mountain rock loose realized danger high still long climb ahead
negative,help survive eat alive
positive,alain mother finally went inside rueful shake head pleased look face jenna decided risk
negative,however anxious sister left seor mitchell
negative,profit share scheme reduced many member expressed great annoyance another scheme within bank netted two former member staff britain almost
negative,watching national guard unit homecoming bring boy afghanistan home
negative,great movie marathon wonderful roommate wawa chinese get better happy face smiley
positive,thebodyshopuk bring joy tell u brings win tb goody lt
negative,neighbour accused brother stealing angry touched
negative,intelligence put man throne faith put god
negative,spent hour recording let u play friend apparently skype conversation record gah
negative,angry frustrated upset fuck right need hit something
positive,last day commuting aka last day taking horrendous line
positive,lady sitting next atrocious make think medical profession
positive,finally going bed love friendship
positive,hell must endless problem recording background
negative,theater going kill huge practice school tomorrow supposed leave early break
negative,think getting work go gym work till rip p anger
negative,landlord selected new lodger used done made angry
positive,forgot headphone ant house listen gym selection
negative,teenage girl sex young
negative,terrifying day come realize team playing shannonpoe team
positive,learnt pour perfect guinness ward old boy thought looked like maureen
negative,last august parent dropped moved college know anybody berkeley really scared
positive,watching christmas vacation love
negative,little hesitant apply deodorant ever
positive,got major case however really looking forward improv tonight passing germ onto
positive,listening opening bar symphony fourth movement sister wedding
negative,woman wait anxiously boat return one crew lost causing inconsolable grief young wife
positive,fifteen year ago afternoon judge jan helped bride become bride life never
negative,afraid tomorrow seen yesterday love today le
positive,seriously trunk show henri positively crazy
positive,george grindal pleased could turn bedside cabinet take feeding glass containing orange juice
negative,boy broken hearted inconsolable
negative,feel guy class drinking monster eating chocolate covered bread stick dipped fudge
positive,next two day work going suck going morning
positive,hate ill hockey match tomorrow feeling shite
positive,bcuz weather leavin til morning
positive,dozing dam good giant library movie thanks buddy
negative,quot rest country peacock sorbet quot finest iran
positive,time magazine laughing big grin laugh glass middle clash king shopping route today laughing big grin laugh glass
negative,seemed concerned museum temple culture art subjected indignity
negative,passed table heard older woman counting like jolly exasperated gym teacher
negative,tailgating existence driving route one
positive,best thing tv moment lion losing green bay least people know quiet weekend
negative,nervous submitted file another job still heard quot worst quot thing interview ok laughing big grin laugh glass
negative,arranged friend go skating next day asked wake telephone twelve clock come home late morning next day called home something like happened several time came conclusion one rely anybody felt sad
positive,momz way house clue home laugh as
positive,generated considerable excitement within aea
negative,poppin got burned legion hot olive oil
negative,never run away problem face face face catch never let goo rip jane kane
negative,serious sinking apologize anyone front last night hatemyself neverdrinkingagain
positive,good news releasing remix tomorrow
negative,every night fake smile every morning
negative,eagle converting green bay playoff couple year ago
positive,would like say going home thanksgiving working black friday
negative,going alpha last night realized disgrace stereotype black woman dancing really well frown sad andry pouting
positive,practical time nap spending hour library
negative,infuriated milan cardinal told city governor chief police governor would excommunicated landriani immediately released back convent
negative,mom never make food brother eats left over
positive,met friend gave wonderful present birthday enjoyed present
negative,quot jus leaving work pm quot lt lt
negative,rt quot revrunwisdom afraid tomorrow seen yesterday love today le quot
positive,main ka ko wish heaven rest amen
negative,fmpundit play wale division
positive,starting day right watching macy thanksgiving parade
positive,eat chocolate rt headache booming head
negative,began kiss knew slight revulsion would leave alone
negative,starting student project teacher talked negative helpful
positive,fell asleep go back bed
negative,started playing api today find would viable stable component build system
negative,exist would run tell much love
negative,sentence translation thursday srsly romeo
positive,qualified form one three pupil qualified form year
negative,amen gt rt revrunwisdom afraid tomorrow seen yesterday love today le
negative,shitty mood wish went swim team many test wasting damn time
negative,chatterton sound unduly worried prospect
negative,action particular unexpected introduction constitutional amendment allowing elected subsequent appointment moudud ahmed post caused disquiet among party member
negative,someone fall asleep texting never next day
negative,right
negative,child worry wart tip quot wilma jean worry quot genuinely accept child
positive,also called winter symbol spring arrival
negative,fellow sighing dramatically rose wearily chair like exasperated parent dealing two naughty child
positive,away desk minute critical adobe update install
negative,erika intense annoyance fritz promptly accepted invitation obeyed command rather rosa moved floor another boy left feeling abandoned foolish
negative,nothing new expert spreading unwarranted alarm despondency
negative,mother quarrelled aunt
negative,hope life going well la deserve happiness success think gotten deserve
negative,said say live win battle within faith fear
negative,miss personal trainer though best need new one
positive,ecstatic often ecstatic ecstasy flew face like sun mirror
positive,swimming every day school mean daily unwanted visit ymca necessary
negative,one minister miffed yesterday found seat occupied journalist talking fellow cabinet member meeting began
negative,someone chased house
negative,worried done offend trainer considering training done
negative,hartramsey automatic response bad treatment declaration tolerate certain type behavior
negative,many year ago saw film first time saw film alone afterwards hardly dared go bed hardly able sleep
negative,felt sad two situation described cat school sadness feeling
positive,meeting family friend felt dear loved sharing gladness together birthday
positive,nana suck hiding stuff said got car
positive,boyfriend experience something nice made nice walk together
negative,kagan deeply concerned access child limited
negative,drinking soft drink impression swallowing piece glass went district hospital got admitted
positive,week wonderful sleeping time enjoy life back grind tomorrow sarcastichashtag
negative,home watchin sad movie missing college
negative,afraid tomorrow seen yesterday love today le
negative,someone punching printer computer lab paper jam
positive,stomach hurt laughing hard
positive,hahaha flirting move failed leave gt lt said would text soon
negative,mean hate love people rude awakening lmao
negative,remember bigot religious ignorant filled world hate
negative,unjust accusation directed way acting someone close
negative,elaine voice concerned deep inside hoped would decide go party
negative,treat badly dick act like one headphone ignore world
positive,prospect finding gold induced excited men make frantic effort open barrow
positive,game first thing today weather
negative,moved flat friend lived left flat terrible mess angry impudence
negative,went singing group young people january three local custom called one girl girlfriend broke star accompanying person felt angry thinking consequence
positive,thought discovered true love
positive,kimkardashian calendar wait see christmas card
positive,got drive drunk parent home tonight blown
negative,look traffic terrible
positive,chillin wife unborn baby girl joy joy joy
negative,oh god please save life
negative,nothing one day everyone office sick getting blamed work done
negative,coming fire god destroys man also god holyspirit
negative,cat died illness u year lovely cat ill one two week veterinary surgeon told u dying
positive,one thing picky food
positive,stuck waiting bus h station listening guy think wanting stab
negative,clothing section target smell death
positive,auguste sat small balcony mother father noticing best clothes excited
negative,year old woke one night found alone home mother gone buy machine
negative,food seems tasteless stomach growl breath left choice take
negative,well bad thing happen got one laughing loud liked hotttt dumb valley girl right right wink smirk
positive,mother putting christmas tree trying decorated dre come
positive,birthday girl guess special birthday fucked boyfriend wink smirk
negative,like quot afraid tomorrow seen yesterday love today quot le
positive,ice age movie
negative,make sad think growing
negative,parting brought sweet sorrow landlord
negative,boring day wait cold frown sad andry pouting
positive,wrapping christmas present happy face smiley
positive,asked child godmother
positive,oh yes would nice included one fun trip
positive,cleaning getting jump start ten load homework
negative,member un security council miffed
negative,spending entire weekend angst monday day brain kick revision idea mode thanks day job
positive,day got know would get shared dwelling boyfriend parent place getting little crowded growing bother wanting room first felt doubt joy also sadness feeling joy strongest
positive,thank tried best happy know like
positive,trip somewhere tomorrow get home
negative,wanted violinist real ambition anxious really get grip instrument
positive,day consists working driving snow studying math
negative,awkward moment behave child although student
negative,envy also hate time
positive,want order something dread cool product wait noon tomorrow
negative,record spending night er son much fun sound
positive,stuck listening shit old essex fm
positive,rescued dog often somewhat nervous people yet may also become excited see example
negative,child wanborough primary school near swindon worried hazard experience way school calling new footpath
positive,matter many marathon episode see view always new one episode missed
negative,oh laughing loud make sure remind tomorrow lol losing friend laughing loud
positive,bath finish x factor science til early hour morn
negative,want talk evil dead remake thing sacred church star war etc fucking bruce campbell
positive,finally headed bed ready fail chem tomorrow
negative,row brother acquisition thanks bank england embarrassment bank
positive,happy birthday jasper
negative,thrown car accident resulted fracture
negative,katherine could feel anguish second time day tear slid cheek
positive,well class cancelled parker next christmas tree heart
negative,feel really miserable tell truth
negative,surprise anger edouard evaporated
negative,movie bureau crazy dude goin fool even taste smack smh
negative,still like soooo pissed amp mariah carey lost anger
positive,discovered computer chair go higher
negative,take hercules walk onto stage amount child perform first
positive,heart activity city jesus reign
negative,doubt idea causing great disquiet among branch management staff
positive,baking madison thanksgiving logan friend play basketball rain
negative,hate people think run people life
positive,ok tired dad want watch cow boy alien
positive,hahaha golly took second long understand never le gave solid laugh
negative,carry something around jesus already carried cross shame hurt pain
negative,almost drowned swimming pool use go almost
negative,every time watch get depressed goose dy maverick without goose man
positive,bought coolest hat black friday experience blackfriday
positive,decorating holiday listening christmas music
negative,wow frown sad andry pouting heard smh rt year old killed
positive,burnt juicy fruit smell good frown sad andry pouting
negative,broken thumb throwing hand week surgery tomorrow depression
positive,hour shift tomorrow
negative,watching true life blind refuse get wisdom teeth cut
positive,oh another fun filled day studying want cry
positive,school literally sucking life c
negative,class leader told university let u go lecture english class
negative,false expectation acting real
positive,thing u ben franklin look inside thankful always lt
negative,strictly avoid frightening idea
positive,know joanna overjoyed see condition
negative,deleted filled tweet people understand money good air water food earth home
positive,always make day much better coming home tomorrow
negative,afraid tomorrow seen yesterday love today le
negative,neighbour friend mine stabbed death thief stole van
negative,fox switched game tied two minute left
negative,exam well prepared first part well know second part
negative,sorry way could come back hour
negative,gasp someone mentioned tweet nope spam
positive,king bluntly informing ill pleased lack progress corbett making
negative,also illusion backbencher side nervous policy
positive,got like tooth growing bit mouth really wanted
positive,np throwback kirk franklin quot brighter day quot eden going way
positive,oh hour work clean house
positive,thank bouf sorted xmas present five favourite people one fatal swoop
positive,hello world give shout brand new day starting happy
positive,hmm heard forgot order seriously running put got go back tax afternoon
negative,experience family particularly carers go great anguish much pain heartache associated process
negative,hate pig mean animal gross people
negative,mattmosley shakiest lead history college laughing loud
negative,thr ugliest disgusting thing think ruin life would coward knock
negative,close friend failed live expectation thereby causing pain spouse believe anger probably reaction fear would able live expectation
negative,fantastic expectation amazing revelation
positive,shot decisive goal match
positive,proud moment honestly day first love happy face smiley
positive,good idea music might find something like classical music might make clever dance might make happier
positive,people know stop piss
positive,everyone talk snow like live canada
positive,successful cooking fiesta
negative,blue xmas light
